time,sugar
0.002336449,88.87323944
0.98364486,55.74647887
1.997663551,19.91549296
2.995327103,9.323943662
3.992990654,1.211267606
4.990654206,0.535211268
6.004672897,0.535211268
7.002336449,0.084507042
8.01635514,0.309859155
